"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0T9A0","2020-05-28 00:00:00","498.000","0.000","0.000","20.800","0.990","957.100","","28.500","-99.000","-99.000","-99.000","25.600","","20.800",""
"C0AH40","2020-05-28 00:00:00","426.000","25.000","1.700","21.300","0.970","961.200","","21.500","-99.000","-99.000","-99.000","25.500","","20.900",""
"C0X280","2020-05-28 00:00:00","22.000","193.000","2.300","27.100","0.940","1008.700","","32.500","-99.000","-99.000","-99.000","30.600","","24.500",""
"C0V620","2020-05-28 00:00:00","18.000","154.000","1.200","26.800","0.990","1008.900","","144.000","-99.000","-99.000","-99.000","29.400","","23.700",""
"C0H960","2020-05-28 00:00:00","120.000","191.000","1.200","25.500","1.000","995.600","","39.500","-99.000","-99.000","-99.000","27.300","","24.500",""
"C0M530","2020-05-28 00:00:00","1385.000","176.000","1.100","19.700","0.950","868.900","","8.000","-99.000","-99.000","-99.000","22.400","","18.000",""
"C0R170","2020-05-28 00:00:00","26.000","139.000","0.800","25.800","1.000","1008.200","","0.000","-99.000","-99.000","-99.000","28.400","","25.800",""
"C0I420","2020-05-28 00:00:00","305.000","0.000","0.000","22.900","0.990","976.700","","56.500","-99.000","-99.000","-99.000","27.700","","22.500",""
"C0A640","2020-05-28 00:00:00","241.000","0.000","0.000","20.800","0.970","986.800","","3.500","-99.000","-99.000","-99.000","23.800","","20.800",""
"C0A930","2020-05-28 00:00:00","216.000","173.000","1.500","21.200","0.990","986.100","","95.500","-99.000","-99.000","-99.000","26.400","","20.800",""
"C0F9M0","2020-05-28 00:00:00","230.000","174.000","1.200","24.900","0.950","984.200","","58.000","-99.000","-99.000","-99.000","26.700","","23.900",""
"C0AC40","2020-05-28 00:00:00","1079.000","64.000","1.100","17.600","0.990","893.100","","58.500","-99.000","-99.000","-99.000","22.200","","17.200",""
"C0AI00","2020-05-28 00:00:00","188.000","62.000","0.800","21.800","0.990","991.300","","26.000","-99.000","-99.000","-99.000","26.600","","21.700",""
"C0T9M0","2020-05-28 00:00:00","92.000","1.000","0.700","23.600","1.000","1003.500","","4.500","-99.000","-99.000","-99.000","28.200","","23.500",""
"C0S960","2020-05-28 00:00:00","32.000","3.000","0.600","25.800","0.900","1008.300","","29.000","-99.000","-99.000","-99.000","27.400","","24.000",""
"C0K430","2020-05-28 00:00:00","30.000","246.000","0.500","25.400","1.000","1008.200","","30.500","-99.000","-99.000","-99.000","28.900","","24.400",""
"C0Z170","2020-05-28 00:00:00","199.000","0.000","0.000","24.400","1.000","991.300","","5.000","-99.000","-99.000","-99.000","28.400","","23.700",""
"C0Z100","2020-05-28 00:00:00","36.000","0.000","0.000","23.200","0.990","1010.000","","25.000","-99.000","-99.000","-99.000","27.700","","23.000",""
"C0U710","2020-05-28 00:00:00","1942.000","0.000","0.000","14.800","0.990","808.700","","5.500","-99.000","-99.000","-99.000","18.100","","13.500",""
"C0SA30","2020-05-28 00:00:00","92.000","10.000","1.400","23.800","0.980","1002.200","","7.500","-99.000","-99.000","-99.000","26.500","","23.800",""
"C0V500","2020-05-28 00:00:00","6.000","0.000","0.200","26.800","0.990","1010.100","","222.500","-99.000","-99.000","-99.000","27.700","","23.800",""
"CM0160","2020-05-28 00:00:00","159.000","70.000","1.100","24.200","0.990","994.200","","23.500","-99.000","-99.000","-99.000","28.900","","23.500",""
"C0V350","2020-05-28 00:00:00","36.000","278.000","0.700","25.900","0.940","1008.200","","78.500","-99.000","-99.000","-99.000","30.100","","23.400",""
"C0W120","2020-05-28 00:00:00","58.000","36.000","3.400","24.400","0.920","1004.500","","0.000","-99.000","-99.000","-99.000","27.400","","24.400",""
"C0R470","2020-05-28 00:00:00","103.000","14.000","0.300","26.500","0.990","1000.000","","30.000","-99.000","-99.000","-99.000","30.500","","24.500",""
"C0M770","2020-05-28 00:00:00","164.000","188.000","1.300","25.900","1.000","991.700","","11.000","-99.000","-99.000","-99.000","30.000","","23.700",""
"C0S930","2020-05-28 00:00:00","248.000","0.000","0.100","23.900","0.970","984.700","","20.000","-99.000","-99.000","-99.000","28.200","","23.000",""
"C0F9Y0","2020-05-28 00:00:00","3313.000","229.000","4.000","8.200","1.000","687.700","","18.500","10.600","214.000","","11.700","","7.600",""
"C0E790","2020-05-28 00:00:00","344.000","0.000","0.000","24.400","1.000","971.400","","66.000","-99.000","-99.000","-99.000","27.300","","22.900",""
"C0O810","2020-05-28 00:00:00","161.000","356.000","0.600","25.200","0.990","993.700","","16.500","-99.000","-99.000","-99.000","30.100","","23.600",""
"C0R520","2020-05-28 00:00:00","18.000","154.000","0.900","26.600","0.950","1009.400","","139.500","-99.000","-99.000","-99.000","30.600","","23.300",""
"C0G880","2020-05-28 00:00:00","92.000","0.000","0.000","25.000","0.960","1000.500","","15.000","-99.000","-99.000","-99.000","27.900","","24.200",""
"C0R260","2020-05-28 00:00:00","76.000","142.000","0.500","25.100","0.990","1002.500","","171.000","-99.000","-99.000","-99.000","27.800","","22.800",""
"C0U950","2020-05-28 00:00:00","1012.000","114.000","5.600","17.300","1.000","902.100","","6.500","-99.000","-99.000","-99.000","21.200","","17.000",""
"C0O860","2020-05-28 00:00:00","38.000","0.000","0.000","26.600","0.990","1005.900","","25.000","-99.000","-99.000","-99.000","30.300","","24.700",""
"C0R320","2020-05-28 00:00:00","7.000","91.000","1.400","25.300","0.940","1010.800","","127.500","-99.000","-99.000","-99.000","28.500","","23.200",""
"C0S980","2020-05-28 00:00:00","901.000","0.000","0.000","21.000","1.000","913.300","","24.000","-99.000","-99.000","-99.000","24.300","","19.200",""
"C0X110","2020-05-28 00:00:00","20.000","212.000","0.800","27.400","0.990","1009.000","","89.500","-99.000","-99.000","-99.000","29.600","","24.900",""
"C0V310","2020-05-28 00:00:00","46.000","56.000","1.100","26.500","0.990","1005.200","","42.500","-99.000","-99.000","-99.000","30.900","","24.000",""
"C0G620","2020-05-28 00:00:00","110.000","0.000","0.200","25.000","0.990","997.700","","53.500","-99.000","-99.000","-99.000","27.200","","23.800",""
"C0AD50","2020-05-28 00:00:00","84.000","91.000","2.300","23.100","1.000","1002.300","","13.500","-99.000","-99.000","-99.000","26.500","","22.500",""
"C0A9A0","2020-05-28 00:00:00","24.000","106.000","2.900","22.600","-99.000","1009.100","","11.500","-99.000","-99.000","-99.000","27.700","","22.000",""
"C0O830","2020-05-28 00:00:00","127.000","81.000","1.100","25.200","0.990","997.100","","9.000","-99.000","-99.000","-99.000","31.300","","23.700",""
"C0S760","2020-05-28 00:00:00","1621.000","0.000","0.000","17.700","1.000","839.800","","12.000","-99.000","-99.000","-99.000","23.500","","16.400",""
"C0X160","2020-05-28 00:00:00","26.000","161.000","0.800","27.100","1.000","1007.500","","82.000","-99.000","-99.000","-99.000","30.100","","24.500",""
"C0C490","2020-05-28 00:00:00","157.000","80.000","1.100","22.900","0.870","993.100","","22.000","-99.000","-99.000","-99.000","26.600","","22.600",""
"C0F970","2020-05-28 00:00:00","145.000","156.000","0.500","25.300","0.920","993.500","","31.000","-99.000","-99.000","-99.000","27.100","","24.100",""
"C0R440","2020-05-28 00:00:00","1679.000","237.000","0.400","17.800","1.000","835.300","","105.000","-99.000","-99.000","-99.000","18.000","","15.100",""
"C0M690","2020-05-28 00:00:00","33.000","221.000","1.400","26.000","0.990","1006.000","","16.500","-99.000","-99.000","-99.000","30.200","","24.100",""
"C0V690","2020-05-28 00:00:00","30.000","177.000","1.000","27.300","0.930","1008.300","","201.500","-99.000","-99.000","-99.000","29.000","","24.100",""
"C0Z210","2020-05-28 00:00:00","126.000","353.000","1.200","22.700","0.990","999.300","","5.000","-99.000","-99.000","-99.000","28.000","","22.700",""
"C0U770","2020-05-28 00:00:00","5.000","312.000","2.200","22.900","0.990","1011.700","","4.000","-99.000","-99.000","-99.000","26.900","","22.900",""
"C0Z080","2020-05-28 00:00:00","298.000","1.000","0.800","22.400","0.990","978.900","","5.500","-99.000","-99.000","-99.000","27.900","","22.400",""
"C0G640","2020-05-28 00:00:00","17.000","0.000","0.000","25.600","0.930","1011.100","","22.000","-99.000","-99.000","-99.000","28.700","","24.400",""
"C0X200","2020-05-28 00:00:00","61.000","25.000","0.300","25.500","0.990","1003.900","","15.500","-99.000","-99.000","-99.000","29.200","","24.000",""
"C0U900","2020-05-28 00:00:00","63.000","308.000","0.800","22.300","0.990","1006.500","","7.500","-99.000","-99.000","-99.000","25.200","","22.200",""
"C0Z230","2020-05-28 00:00:00","31.000","0.000","0.200","23.200","0.880","1009.800","","4.500","-99.000","-99.000","-99.000","26.800","","23.000",""
"C0F9O0","2020-05-28 00:00:00","175.000","0.000","0.000","26.800","0.890","990.100","","36.000","-99.000","-99.000","-99.000","28.400","","25.400",""
"C0R770","2020-05-28 00:00:00","93.000","69.000","0.900","23.900","0.990","1001.300","","124.500","-99.000","-99.000","-99.000","27.400","","22.600",""
"C0C540","2020-05-28 00:00:00","46.000","58.000","0.900","22.800","0.900","1005.900","","30.500","-99.000","-99.000","-99.000","26.600","","22.600",""
"C0G770","2020-05-28 00:00:00","15.000","67.000","0.400","26.400","0.900","1008.700","","49.500","-99.000","-99.000","-99.000","28.800","","25.200",""
"C0V670","2020-05-28 00:00:00","20.000","180.000","1.200","27.700","0.890","1008.900","","148.500","-99.000","-99.000","-99.000","29.200","","24.100",""
"C0A870","2020-05-28 00:00:00","685.000","19.000","3.200","18.600","1.000","933.700","","31.000","-99.000","-99.000","-99.000","22.900","","18.200",""
"C0R220","2020-05-28 00:00:00","23.000","157.000","0.900","26.400","0.890","1008.800","","121.500","-99.000","-99.000","-99.000","30.100","","23.300",""
"C0Z220","2020-05-28 00:00:00","589.000","0.000","0.000","20.500","0.990","948.100","","11.000","-99.000","-99.000","-99.000","26.000","","20.400",""
"C0D560","2020-05-28 00:00:00","147.000","41.000","0.700","23.100","0.880","994.400","","37.500","-99.000","-99.000","-99.000","26.800","","22.900",""
"C0V800","2020-05-28 00:00:00","256.000","0.000","0.000","25.000","0.970","981.100","","19.500","-99.000","-99.000","-99.000","29.800","","23.400",""
"C0S830","2020-05-28 00:00:00","288.000","241.000","1.500","23.000","1.000","981.200","","2.000","-99.000","-99.000","-99.000","26.900","","23.000",""
"C0S920","2020-05-28 00:00:00","98.000","251.000","0.600","24.900","0.960","996.400","","27.500","-99.000","-99.000","-99.000","28.300","","24.000",""
"C0V640","2020-05-28 00:00:00","35.000","212.000","1.500","27.900","0.930","1007.000","","108.500","-99.000","-99.000","-99.000","30.500","","24.700",""
"C0AH80","2020-05-28 00:00:00","68.000","73.000","0.300","21.800","0.990","1003.600","","4.500","-99.000","-99.000","-99.000","24.500","","21.800",""
"C0K250","2020-05-28 00:00:00","12.000","0.000","0.000","25.300","0.980","1009.400","","98.500","-99.000","-99.000","-99.000","30.100","","24.400",""
"C0R840","2020-05-28 00:00:00","536.000","34.000","1.900","22.500","1.000","952.600","","206.500","-99.000","-99.000","-99.000","25.600","","20.700",""
"C0I410","2020-05-28 00:00:00","180.000","219.000","1.000","24.100","0.970","990.100","","11.500","-99.000","-99.000","-99.000","27.700","","23.600",""
"C0M410","2020-05-28 00:00:00","245.000","1.000","1.100","24.300","0.970","980.100","","6.000","-99.000","-99.000","-99.000","29.800","","22.500",""
"C0F9Z0","2020-05-28 00:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G810","2020-05-28 00:00:00","26.000","0.000","0.000","26.400","0.940","1006.400","","83.000","-99.000","-99.000","-99.000","27.700","","25.500",""
"C0U650","2020-05-28 00:00:00","442.000","335.000","0.800","19.900","1.000","963.400","","11.500","-99.000","-99.000","-99.000","23.300","","19.800",""
"C0D660","2020-05-28 00:00:00","65.000","49.000","0.900","23.800","0.820","1003.300","","32.500","-99.000","-99.000","-99.000","26.500","","23.100",""
"C0E540","2020-05-28 00:00:00","32.000","47.000","0.300","23.600","0.910","1007.200","","27.000","-99.000","-99.000","-99.000","27.100","","23.600",""
"C0W170","2020-05-28 00:00:00","42.000","38.000","2.700","22.200","0.830","1006.700","","0.000","-99.000","-99.000","-99.000","23.600","","21.500",""
"C0Z150","2020-05-28 00:00:00","27.000","39.000","0.700","23.000","0.990","1009.900","","19.500","-99.000","-99.000","-99.000","27.100","","23.000",""
"C0S840","2020-05-28 00:00:00","22.000","294.000","1.100","25.200","0.980","1011.200","","33.500","-99.000","-99.000","-99.000","28.400","","23.200",""
"C0H9A0","2020-05-28 00:00:00","1595.000","241.000","0.900","17.100","0.980","846.400","","7.500","-99.000","-99.000","-99.000","22.100","","16.500",""
"C0Z300","2020-05-28 00:00:00","182.000","67.000","0.600","23.000","0.990","992.900","","2.000","-99.000","-99.000","-99.000","27.700","","23.000",""
"C0G730","2020-05-28 00:00:00","27.000","0.000","0.000","25.200","0.960","1008.300","","38.500","-99.000","-99.000","-99.000","26.500","","24.100",""
"C0V730","2020-05-28 00:00:00","33.000","181.000","0.600","26.700","0.990","1008.000","","200.500","-99.000","-99.000","-99.000","28.600","","23.400",""
"C0SA00","2020-05-28 00:00:00","466.000","0.000","0.000","22.600","1.000","960.000","","29.000","-99.000","-99.000","-99.000","24.500","","20.800",""
"C0S900","2020-05-28 00:00:00","27.000","113.000","0.400","27.200","0.860","1009.500","","15.000","-99.000","-99.000","-99.000","28.700","","25.200",""
"C0C480","2020-05-28 00:00:00","105.000","120.000","1.400","22.900","0.860","999.000","","17.500","-99.000","-99.000","-99.000","27.300","","22.400",""
"C0V720","2020-05-28 00:00:00","15.000","179.000","1.700","27.300","0.990","1009.700","","223.000","-99.000","-99.000","-99.000","28.900","","20.400",""
"C0UA60","2020-05-28 00:00:00","566.000","176.000","1.100","20.500","0.990","948.600","","7.500","-99.000","-99.000","-99.000","24.000","","20.300",""
"C0A980","2020-05-28 00:00:00","11.000","0.000","0.100","23.200","0.870","1011.000","","25.000","-99.000","-99.000","-99.000","27.600","","22.600",""
"C0C670","2020-05-28 00:00:00","250.000","33.000","1.100","21.200","0.910","983.100","","27.500","-99.000","-99.000","-99.000","24.700","","21.100",""
"C0K550","2020-05-28 00:00:00","15.000","0.000","0.000","25.800","0.980","1009.300","","51.500","-99.000","-99.000","-99.000","30.900","","24.200",""
"C0R350","2020-05-28 00:00:00","35.000","21.000","1.200","25.800","0.950","1007.800","","51.500","-99.000","-99.000","-99.000","29.100","","23.500",""
"C0T9F0","2020-05-28 00:00:00","251.000","0.000","0.000","22.200","0.990","984.000","","22.500","-99.000","-99.000","-99.000","26.400","","22.100",""
"C0D390","2020-05-28 00:00:00","146.000","148.000","0.500","22.600","0.890","992.700","","31.000","-99.000","-99.000","-99.000","27.500","","22.500",""
"C0E430","2020-05-28 00:00:00","258.000","0.000","0.200","22.700","0.970","984.700","","23.500","-99.000","-99.000","-99.000","25.900","","22.200",""
"C0O990","2020-05-28 00:00:00","18.000","192.000","1.100","26.100","0.990","1008.500","","60.500","-99.000","-99.000","-99.000","30.300","","23.800",""
"CM0010","2020-05-28 00:00:00","68.000","-99.000","-99.000","22.400","0.870","1004.600","","7.500","-99.000","-99.000","-99.000","25.700","","22.300",""
"C0K500","2020-05-28 00:00:00","12.000","273.000","0.500","25.700","0.990","1008.200","","39.000","-99.000","-99.000","-99.000","29.800","","24.300",""
"C0X260","2020-05-28 00:00:00","39.000","186.000","1.600","26.100","0.980","1006.500","","44.500","-99.000","-99.000","-99.000","30.400","","23.700",""
"C0ACA0","2020-05-28 00:00:00","25.000","75.000","1.200","23.400","0.930","1007.800","","17.000","-99.000","-99.000","-99.000","27.400","","22.800",""
"C0X180","2020-05-28 00:00:00","62.000","0.000","0.200","26.500","0.990","1002.800","","36.500","-99.000","-99.000","-99.000","30.000","","24.200",""
"C0F930","2020-05-28 00:00:00","100.000","0.000","0.000","25.500","1.000","998.900","","34.000","-99.000","-99.000","-99.000","29.200","","25.000",""
"C0I010","2020-05-28 00:00:00","1562.000","338.000","0.400","18.000","0.980","848.600","","92.500","-99.000","-99.000","-99.000","21.900","","16.100",""
"C0R190","2020-05-28 00:00:00","32.000","0.000","0.000","25.900","0.990","1007.000","","89.000","-99.000","-99.000","-99.000","28.800","","23.500",""
"C0E420","2020-05-28 00:00:00","19.000","19.000","1.200","23.300","0.870","1006.400","","18.000","-99.000","-99.000","-99.000","26.700","","23.200",""
"C0I460","2020-05-28 00:00:00","110.000","223.000","2.200","25.400","0.970","998.500","","21.500","-99.000","-99.000","-99.000","27.800","","24.900",""
"C0A9F0","2020-05-28 00:00:00","35.000","108.000","1.000","23.300","0.970","1008.200","","10.500","-99.000","-99.000","-99.000","28.300","","22.800",""
"C0F9A0","2020-05-28 00:00:00","425.000","0.000","0.100","23.600","1.000","963.300","","46.500","-99.000","-99.000","-99.000","26.500","","22.600",""
"C0O950","2020-05-28 00:00:00","4.000","0.000","0.000","27.100","1.000","1009.700","","49.500","-99.000","-99.000","-99.000","30.000","","24.400",""
"C0M760","2020-05-28 00:00:00","40.000","178.000","0.300","26.000","0.960","1006.200","","25.500","-99.000","-99.000","-99.000","31.300","","24.300",""
"C0AH70","2020-05-28 00:00:00","34.000","78.000","1.200","23.600","0.800","1008.200","","11.000","-99.000","-99.000","-99.000","28.100","","23.200",""
"C0V250","2020-05-28 00:00:00","298.000","34.000","0.400","24.600","0.990","977.500","","4.500","-99.000","-99.000","-99.000","29.800","","23.100",""
"C0U980","2020-05-28 00:00:00","573.000","69.000","0.800","19.500","1.000","949.400","","7.000","-99.000","-99.000","-99.000","23.400","","19.300",""
"C0S740","2020-05-28 00:00:00","289.000","27.000","1.300","22.800","1.000","980.400","","6.500","-99.000","-99.000","-99.000","28.100","","22.700",""
"C0A940","2020-05-28 00:00:00","49.000","0.000","0.000","-99.000","0.990","1007.000","","63.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A920","2020-05-28 00:00:00","196.000","117.000","1.700","21.200","0.970","989.000","","58.500","-99.000","-99.000","-99.000","26.100","","21.000",""
"C0T870","2020-05-28 00:00:00","135.000","0.000","0.000","22.500","0.990","996.800","","33.000","-99.000","-99.000","-99.000","26.000","","21.600",""
"C0O930","2020-05-28 00:00:00","69.000","45.000","0.700","25.900","0.910","1002.700","","8.500","-99.000","-99.000","-99.000","30.800","","24.300",""
"C0AI40","2020-05-28 00:00:00","37.000","0.000","0.200","24.000","0.820","1007.900","","23.500","-99.000","-99.000","-99.000","28.700","","23.100",""
"C0C460","2020-05-28 00:00:00","482.000","0.000","0.000","21.400","0.970","957.900","","23.000","-99.000","-99.000","-99.000","24.600","","21.200",""
"C0E520","2020-05-28 00:00:00","320.000","168.000","0.300","22.900","1.000","975.500","","20.500","-99.000","-99.000","-99.000","28.100","","21.900",""
"C0T9D0","2020-05-28 00:00:00","7.000","0.000","0.000","22.800","1.000","1012.500","","13.000","-99.000","-99.000","-99.000","25.000","","22.700",""
"C0I390","2020-05-28 00:00:00","1184.000","106.000","1.700","18.700","1.000","885.800","","92.500","-99.000","-99.000","-99.000","24.000","","17.900",""
"C0B020","2020-05-28 00:00:00","86.000","81.000","1.000","22.800","0.900","1000.800","","-99.000","-99.000","-99.000","-99.000","26.600","","21.700",""
"CM0170","2020-05-28 00:00:00","106.000","81.000","1.800","24.300","0.990","999.900","","18.500","-99.000","-99.000","-99.000","27.600","","23.000",""
"C0F860","2020-05-28 00:00:00","2215.000","232.000","0.800","15.300","1.000","782.200","","17.500","-99.000","-99.000","-99.000","17.900","","14.000",""
"C0U890","2020-05-28 00:00:00","116.000","268.000","1.000","22.500","0.990","1000.400","","4.500","-99.000","-99.000","-99.000","25.400","","22.200",""
"C0G800","2020-05-28 00:00:00","15.000","0.000","0.000","25.500","0.990","1008.600","","24.500","-99.000","-99.000","-99.000","28.000","","24.700",""
"C0I380","2020-05-28 00:00:00","258.000","0.000","0.000","23.900","0.990","981.000","","8.000","-99.000","-99.000","-99.000","28.300","","23.200",""
"C0Z020","2020-05-28 00:00:00","211.000","28.000","3.200","22.800","0.990","987.300","","3.500","-99.000","-99.000","-99.000","27.300","","22.800",""
"C0Z190","2020-05-28 00:00:00","62.000","323.000","0.500","23.200","0.990","1005.200","","8.000","-99.000","-99.000","-99.000","26.700","","23.100",""
"C0C710","2020-05-28 00:00:00","143.000","138.000","0.900","22.000","0.990","995.400","","17.500","-99.000","-99.000","-99.000","26.000","","21.900",""
"C0D360","2020-05-28 00:00:00","523.000","0.000","0.000","21.200","0.990","950.900","","22.500","-99.000","-99.000","-99.000","24.000","","20.400",""
"C0C680","2020-05-28 00:00:00","228.000","93.000","2.400","21.200","0.920","983.800","","20.500","-99.000","-99.000","-99.000","25.400","","20.900",""
"C0X140","2020-05-28 00:00:00","17.000","220.000","0.300","28.100","0.900","1008.800","","64.500","-99.000","-99.000","-99.000","31.700","","25.100",""
"C0V710","2020-05-28 00:00:00","34.000","149.000","0.900","27.000","0.890","1006.900","","177.000","-99.000","-99.000","-99.000","29.000","","23.900",""
"C0G840","2020-05-28 00:00:00","32.000","0.000","0.000","25.700","1.000","1006.200","","44.000","-99.000","-99.000","-99.000","26.900","","24.400",""
"C0S890","2020-05-28 00:00:00","238.000","2.000","1.400","23.700","0.980","988.200","","11.500","-99.000","-99.000","-99.000","28.600","","23.000",""
"C0T820","2020-05-28 00:00:00","550.000","0.000","0.000","21.300","0.990","954.400","","10.000","-99.000","-99.000","-99.000","27.200","","19.700",""
"C0F9I0","2020-05-28 00:00:00","194.000","176.000","0.900","24.900","0.990","988.100","","59.000","-99.000","-99.000","-99.000","26.800","","23.800",""
"C0C650","2020-05-28 00:00:00","208.000","73.000","1.100","21.600","0.930","987.400","","11.500","-99.000","-99.000","-99.000","24.700","","21.200",""
"C0R600","2020-05-28 00:00:00","766.000","71.000","0.700","24.000","0.900","927.100","","63.500","-99.000","-99.000","-99.000","25.500","","21.000",""
"C0Z320","2020-05-28 00:00:00","646.000","0.000","0.000","21.200","0.990","940.800","","6.000","-99.000","-99.000","-99.000","26.200","","19.400",""
"C0V210","2020-05-28 00:00:00","734.000","119.000","0.300","22.000","0.950","932.000","","6.000","-99.000","-99.000","-99.000","25.000","","20.500",""
"C0K240","2020-05-28 00:00:00","1132.000","121.000","3.900","21.000","0.990","891.700","","6.500","-99.000","-99.000","-99.000","24.200","","18.700",""
"C0M520","2020-05-28 00:00:00","15.000","203.000","0.500","26.200","0.960","1008.500","","49.500","-99.000","-99.000","-99.000","30.400","","24.000",""
"C0A530","2020-05-28 00:00:00","300.000","70.000","1.600","20.500","0.990","978.100","","2.500","-99.000","-99.000","-99.000","25.200","","20.500",""
"C0E820","2020-05-28 00:00:00","220.000","0.000","0.000","22.600","0.960","985.600","","44.000","-99.000","-99.000","-99.000","28.200","","22.300",""
"C0K450","2020-05-28 00:00:00","35.000","0.000","0.000","25.400","0.930","1006.000","","13.000","-99.000","-99.000","-99.000","30.200","","24.400",""
"C0G760","2020-05-28 00:00:00","53.000","0.000","0.100","25.300","0.990","1007.100","","25.000","-99.000","-99.000","-99.000","27.500","","24.600",""
"CM0120","2020-05-28 00:00:00","4.000","225.000","0.800","26.600","0.850","1010.200","","60.000","-99.000","-99.000","-99.000","28.600","","25.000",""
"C0Z290","2020-05-28 00:00:00","946.000","63.000","0.400","19.900","0.990","909.100","","4.500","-99.000","-99.000","-99.000","23.100","","19.900",""
"C0V680","2020-05-28 00:00:00","40.000","130.000","1.200","26.600","0.920","1006.500","","112.500","-99.000","-99.000","-99.000","28.700","","23.600",""
"C0R760","2020-05-28 00:00:00","336.000","345.000","2.700","23.500","0.980","974.300","","148.500","-99.000","-99.000","-99.000","27.700","","21.300",""
"C0F9U0","2020-05-28 00:00:00","74.000","253.000","0.300","26.100","0.970","1002.100","","29.500","-99.000","-99.000","-99.000","27.600","","25.200",""
"C0AI10","2020-05-28 00:00:00","76.000","0.000","0.000","22.200","0.990","1002.600","","9.000","-99.000","-99.000","-99.000","25.400","","21.800",""
"C0V530","2020-05-28 00:00:00","34.000","89.000","0.700","26.700","1.000","1006.800","","78.000","-99.000","-99.000","-99.000","29.700","","24.100",""
"C0R790","2020-05-28 00:00:00","111.000","338.000","1.300","25.500","0.900","999.600","","196.000","-99.000","-99.000","-99.000","30.400","","22.700",""
"C0R550","2020-05-28 00:00:00","38.000","147.000","1.200","25.800","1.000","1007.700","","149.000","-99.000","-99.000","-99.000","29.200","","23.100",""
"C0F9L0","2020-05-28 00:00:00","253.000","165.000","0.300","25.300","0.990","981.600","","32.500","-99.000","-99.000","-99.000","27.600","","24.500",""
"C0A950","2020-05-28 00:00:00","60.000","100.000","1.300","22.600","1.000","1006.000","","5.500","-99.000","-99.000","-99.000","26.600","","21.100",""
"C0R160","2020-05-28 00:00:00","45.000","136.000","1.100","25.700","0.990","1005.300","","65.000","-99.000","-99.000","-99.000","28.400","","22.900",""
"C0F9S0","2020-05-28 00:00:00","43.000","143.000","0.300","26.100","0.910","1005.900","","51.000","-99.000","-99.000","-99.000","27.000","","25.200",""
"C0M820","2020-05-28 00:00:00","980.000","0.000","0.000","20.500","0.950","905.700","","8.000","-99.000","-99.000","-99.000","24.100","","18.900",""
"C0G870","2020-05-28 00:00:00","12.000","0.000","0.000","25.600","-99.000","1010.000","","38.000","-99.000","-99.000","-99.000","27.100","","24.500",""
"C0R530","2020-05-28 00:00:00","16.000","159.000","3.700","26.200","0.850","1009.200","","223.500","-99.000","-99.000","-99.000","28.600","","22.400",""
"C0O840","2020-05-28 00:00:00","134.000","184.000","2.000","25.700","1.000","994.000","","13.500","-99.000","-99.000","-99.000","29.500","","23.500",""
"C0A660","2020-05-28 00:00:00","97.000","0.000","0.000","21.500","0.960","1000.200","","12.000","-99.000","-99.000","-99.000","24.500","","21.500",""
"C0T9H0","2020-05-28 00:00:00","725.000","278.000","2.000","20.100","0.990","933.200","","11.000","-99.000","-99.000","-99.000","25.100","","19.900",""
"C0R270","2020-05-28 00:00:00","51.000","165.000","3.100","25.800","1.000","1004.200","","276.500","-99.000","-99.000","-99.000","26.700","","22.200",""
"C0O980","2020-05-28 00:00:00","18.000","0.000","0.000","26.100","0.990","1010.000","","47.500","-99.000","-99.000","-99.000","30.500","","24.100",""
"C0T9I0","2020-05-28 00:00:00","152.000","207.000","0.300","22.800","0.990","996.300","","6.500","-99.000","-99.000","-99.000","26.700","","22.800",""
"C0AG90","2020-05-28 00:00:00","25.000","113.000","1.200","24.200","0.860","1009.500","","10.000","-99.000","-99.000","-99.000","27.100","","23.600",""
"C0R570","2020-05-28 00:00:00","37.000","25.000","0.400","26.200","0.930","1005.900","","69.500","-99.000","-99.000","-99.000","28.800","","23.400",""
"C0O900","2020-05-28 00:00:00","9.000","186.000","1.200","26.600","0.990","1010.000","","44.000","-99.000","-99.000","-99.000","30.700","","24.400",""
"C0AD00","2020-05-28 00:00:00","86.000","199.000","0.400","23.400","0.910","1002.200","","34.500","-99.000","-99.000","-99.000","27.600","","23.000",""
"C0V700","2020-05-28 00:00:00","24.000","172.000","0.400","27.500","0.890","1007.600","","196.000","-99.000","-99.000","-99.000","29.100","","24.000",""
"C0AH00","2020-05-28 00:00:00","38.000","42.000","2.200","22.800","1.000","1007.300","","6.000","-99.000","-99.000","-99.000","26.900","","22.600",""
"C0X080","2020-05-28 00:00:00","2.000","194.000","1.900","27.100","0.940","1010.400","","56.500","-99.000","-99.000","-99.000","30.700","","24.500",""
"C0G910","2020-05-28 00:00:00","42.000","126.000","1.000","25.900","1.000","1004.700","","31.000","-99.000","-99.000","-99.000","28.100","","24.900",""
"C0I480","2020-05-28 00:00:00","2165.000","0.000","0.000","15.000","0.990","789.600","","96.500","-99.000","-99.000","-99.000","16.300","","13.600",""
