"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z150","2020-05-28 04:00:00","27.000","249.000","1.300","23.300","0.990","1008.700","","1.500","-99.000","-99.000","-99.000","23.300","","23.000",""
"C0S840","2020-05-28 04:00:00","22.000","265.000","1.100","24.100","1.000","1009.800","","0.000","-99.000","-99.000","-99.000","25.100","","24.100",""
"C0H9A0","2020-05-28 04:00:00","1595.000","232.000","1.200","17.100","0.970","845.400","","0.500","-99.000","-99.000","-99.000","18.100","","17.000",""
"C0Z300","2020-05-28 04:00:00","182.000","18.000","0.300","22.900","0.990","991.700","","0.500","-99.000","-99.000","-99.000","23.100","","22.900",""
"C0G730","2020-05-28 04:00:00","27.000","10.000","1.400","23.800","0.960","1007.300","","9.500","-99.000","-99.000","-99.000","25.300","","23.800",""
"C0V730","2020-05-28 04:00:00","33.000","139.000","1.400","26.200","0.990","1006.900","","0.000","-99.000","-99.000","-99.000","26.600","","26.200",""
"C0SA00","2020-05-28 04:00:00","466.000","0.000","0.000","22.400","1.000","958.900","","0.000","-99.000","-99.000","-99.000","22.700","","22.400",""
"C0S900","2020-05-28 04:00:00","27.000","113.000","0.600","25.600","0.940","1008.500","","0.000","-99.000","-99.000","-99.000","27.100","","25.600",""
"C0C480","2020-05-28 04:00:00","105.000","0.000","0.000","21.400","0.960","998.700","","43.000","-99.000","-99.000","-99.000","22.900","","21.300",""
"C0V720","2020-05-28 04:00:00","15.000","173.000","1.800","27.600","0.990","-99.000","","0.000","-99.000","-99.000","-99.000","27.600","","27.200",""
"C0UA60","2020-05-28 04:00:00","566.000","325.000","0.400","20.800","0.990","947.700","","5.000","-99.000","-99.000","-99.000","20.800","","20.000",""
"C0A980","2020-05-28 04:00:00","11.000","0.000","0.000","22.300","0.970","1010.100","","24.500","-99.000","-99.000","-99.000","23.300","","22.300",""
"C0C670","2020-05-28 04:00:00","250.000","304.000","0.400","20.400","0.970","982.600","","63.000","-99.000","-99.000","-99.000","21.300","","20.100",""
"C0K550","2020-05-28 04:00:00","15.000","196.000","1.200","26.000","0.950","1008.100","","2.000","-99.000","-99.000","-99.000","26.400","","25.800",""
"C0R350","2020-05-28 04:00:00","35.000","4.000","0.900","24.600","0.990","1006.500","","0.000","-99.000","-99.000","-99.000","25.700","","24.600",""
"C0T9F0","2020-05-28 04:00:00","251.000","0.000","0.100","22.500","0.990","982.600","","1.000","-99.000","-99.000","-99.000","22.500","","22.200",""
"C0D390","2020-05-28 04:00:00","146.000","0.000","0.000","21.700","0.980","992.400","","78.500","-99.000","-99.000","-99.000","22.600","","21.300",""
"C0E430","2020-05-28 04:00:00","258.000","0.000","0.000","21.400","0.970","984.700","","59.000","-99.000","-99.000","-99.000","22.800","","21.200",""
"C0O990","2020-05-28 04:00:00","18.000","144.000","1.300","25.800","0.990","1007.500","","1.000","-99.000","-99.000","-99.000","26.100","","25.700",""
"CM0010","2020-05-28 04:00:00","68.000","-99.000","-99.000","21.900","0.890","1003.700","","41.500","-99.000","-99.000","-99.000","22.600","","21.900",""
"C0K500","2020-05-28 04:00:00","12.000","219.000","1.500","25.900","0.990","1007.000","","8.000","-99.000","-99.000","-99.000","25.900","","25.400",""
"C0X260","2020-05-28 04:00:00","39.000","197.000","2.300","25.800","0.970","1005.600","","0.000","-99.000","-99.000","-99.000","26.300","","25.800",""
"C0ACA0","2020-05-28 04:00:00","25.000","72.000","1.400","22.000","1.000","1006.900","","32.000","-99.000","-99.000","-99.000","23.500","","22.000",""
"C0X180","2020-05-28 04:00:00","62.000","183.000","0.500","25.900","0.990","1001.800","","0.000","-99.000","-99.000","-99.000","26.600","","25.900",""
"C0F930","2020-05-28 04:00:00","100.000","112.000","1.000","24.400","1.000","998.200","","2.500","-99.000","-99.000","-99.000","25.500","","24.100",""
"C0I010","2020-05-28 04:00:00","1562.000","183.000","1.100","18.100","0.940","847.500","","4.000","-99.000","-99.000","-99.000","18.100","","17.800",""
"C0R190","2020-05-28 04:00:00","32.000","0.000","0.000","25.000","0.990","1006.000","","0.000","-99.000","-99.000","-99.000","25.900","","25.000",""
"C0E420","2020-05-28 04:00:00","19.000","33.000","0.800","22.200","0.960","1006.300","","36.000","-99.000","-99.000","-99.000","23.200","","21.800",""
"C0I460","2020-05-28 04:00:00","110.000","133.000","0.700","25.300","0.990","997.600","","12.000","-99.000","-99.000","-99.000","25.600","","25.300",""
"C0A9F0","2020-05-28 04:00:00","35.000","110.000","0.900","22.200","0.990","1007.300","","33.500","-99.000","-99.000","-99.000","23.500","","22.200",""
"C0F9A0","2020-05-28 04:00:00","425.000","139.000","0.700","23.500","1.000","962.700","","15.000","-99.000","-99.000","-99.000","24.000","","23.400",""
"C0O950","2020-05-28 04:00:00","4.000","161.000","0.400","26.600","1.000","1008.400","","2.500","-99.000","-99.000","-99.000","27.300","","26.600",""
"C0M760","2020-05-28 04:00:00","40.000","163.000","1.700","26.000","0.940","1005.100","","0.000","-99.000","-99.000","-99.000","26.100","","25.900",""
"C0AH70","2020-05-28 04:00:00","34.000","84.000","2.000","22.300","0.870","1007.200","","38.500","-99.000","-99.000","-99.000","23.700","","22.300",""
"C0V250","2020-05-28 04:00:00","298.000","209.000","0.300","24.200","0.990","976.500","","0.000","-99.000","-99.000","-99.000","24.600","","24.200",""
"C0U980","2020-05-28 04:00:00","573.000","278.000","1.400","19.100","1.000","948.400","","13.500","-99.000","-99.000","-99.000","19.600","","19.100",""
"C0S740","2020-05-28 04:00:00","289.000","14.000","0.400","22.700","1.000","979.400","","0.000","-99.000","-99.000","-99.000","22.800","","22.600",""
"C0A940","2020-05-28 04:00:00","49.000","0.000","0.000","-99.000","0.990","1006.200","","28.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A920","2020-05-28 04:00:00","196.000","77.000","1.600","20.900","0.990","988.300","","15.000","-99.000","-99.000","-99.000","21.400","","20.900",""
"C0T870","2020-05-28 04:00:00","135.000","0.000","0.000","22.500","0.990","995.500","","1.500","-99.000","-99.000","-99.000","22.600","","22.400",""
"C0O930","2020-05-28 04:00:00","69.000","54.000","0.600","25.500","0.920","1001.800","","0.000","-99.000","-99.000","-99.000","25.900","","25.500",""
"C0AI40","2020-05-28 04:00:00","37.000","182.000","0.300","22.700","0.930","1007.000","","23.000","-99.000","-99.000","-99.000","24.100","","22.600",""
"C0C460","2020-05-28 04:00:00","482.000","0.000","0.000","21.100","0.980","957.500","","61.000","-99.000","-99.000","-99.000","21.600","","20.700",""
"C0E520","2020-05-28 04:00:00","320.000","0.000","0.100","22.000","1.000","975.000","","1.500","-99.000","-99.000","-99.000","23.300","","21.700",""
"C0T9D0","2020-05-28 04:00:00","7.000","0.000","0.000","22.900","1.000","1011.200","","3.000","-99.000","-99.000","-99.000","23.000","","22.600",""
"C0I390","2020-05-28 04:00:00","1184.000","112.000","1.100","18.800","1.000","884.600","","6.500","-99.000","-99.000","-99.000","18.900","","18.700",""
"C0B020","2020-05-28 04:00:00","86.000","0.000","0.000","21.500","0.990","999.900","","-99.000","-99.000","-99.000","-99.000","22.900","","21.300",""
"CM0170","2020-05-28 04:00:00","106.000","78.000","1.600","23.900","0.990","998.800","","13.500","-99.000","-99.000","-99.000","24.600","","23.900",""
"C0F860","2020-05-28 04:00:00","2215.000","216.000","0.500","14.800","1.000","781.300","","26.000","-99.000","-99.000","-99.000","15.200","","14.800",""
"C0U890","2020-05-28 04:00:00","116.000","282.000","1.300","22.200","0.990","999.100","","3.000","-99.000","-99.000","-99.000","22.700","","22.200",""
"C0F850","2020-05-28 04:00:00","379.000","232.000","0.400","23.500","0.990","967.200","","3.500","-99.000","-99.000","-99.000","24.200","","23.300",""
"C0AH50","2020-05-28 04:00:00","275.000","0.000","0.100","20.800","0.990","979.500","","30.500","6.600","109.000","","21.400","","20.600",""
"C0Z160","2020-05-28 04:00:00","124.000","82.000","0.500","22.900","0.990","999.900","","1.500","-99.000","-99.000","-99.000","23.000","","22.700",""
"C0R540","2020-05-28 04:00:00","17.000","129.000","1.400","26.600","0.960","1008.000","","0.000","-99.000","-99.000","-99.000","27.100","","26.300",""
"C0K480","2020-05-28 04:00:00","56.000","44.000","1.800","24.700","0.990","1002.900","","39.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"C0H890","2020-05-28 04:00:00","440.000","0.000","0.000","22.500","0.990","960.400","","8.000","-99.000","-99.000","-99.000","22.700","","22.400",""
"C0S770","2020-05-28 04:00:00","375.000","222.000","0.300","23.100","1.000","968.800","","0.000","-99.000","-99.000","-99.000","23.300","","23.000",""
"C0X230","2020-05-28 04:00:00","29.000","169.000","2.500","26.100","0.930","1007.500","","0.000","-99.000","-99.000","-99.000","27.000","","26.100",""
"C0B010","2020-05-28 04:00:00","38.000","44.000","1.400","22.000","1.000","1004.500","","34.000","-99.000","-99.000","-99.000","22.700","","22.000",""
"C0K490","2020-05-28 04:00:00","91.000","0.000","0.000","25.400","0.960","998.900","","0.000","-99.000","-99.000","-99.000","25.600","","25.100",""
"C0V820","2020-05-28 04:00:00","441.000","0.000","0.200","23.200","0.990","963.500","","0.000","-99.000","-99.000","-99.000","23.700","","23.100",""
"C0S810","2020-05-28 04:00:00","65.000","326.000","0.300","24.100","1.000","1005.900","","0.000","-99.000","-99.000","-99.000","24.100","","24.000",""
"C0R580","2020-05-28 04:00:00","10.000","135.000","1.300","25.500","0.950","1008.900","","0.000","-99.000","-99.000","-99.000","26.300","","25.500",""
"C0Z330","2020-05-28 04:00:00","488.000","0.000","0.000","21.900","0.990","958.500","","1.000","-99.000","-99.000","-99.000","22.100","","21.800",""
"C0D540","2020-05-28 04:00:00","227.000","0.000","0.000","21.400","0.980","985.900","","53.000","-99.000","-99.000","-99.000","21.600","","21.100",""
"C0K420","2020-05-28 04:00:00","42.000","191.000","1.300","24.800","0.990","1004.600","","52.500","-99.000","-99.000","-99.000","25.200","","24.700",""
"C0Z180","2020-05-28 04:00:00","34.000","18.000","0.300","23.200","0.990","1007.100","","2.000","-99.000","-99.000","-99.000","23.300","","23.000",""
"C0AD10","2020-05-28 04:00:00","27.000","242.000","2.100","22.400","1.000","1007.700","","28.000","-99.000","-99.000","-99.000","23.100","","22.300",""
"C0M720","2020-05-28 04:00:00","225.000","0.000","0.200","24.400","1.000","984.300","","0.000","-99.000","-99.000","-99.000","24.900","","24.300",""
"C0R280","2020-05-28 04:00:00","242.000","0.000","0.000","23.600","1.000","983.700","","0.000","-99.000","-99.000","-99.000","23.800","","23.500",""
"C0E610","2020-05-28 04:00:00","850.000","0.000","0.000","20.600","0.980","917.700","","3.500","-99.000","-99.000","-99.000","21.100","","19.800",""
"C0V610","2020-05-28 04:00:00","22.000","96.000","2.100","27.000","0.940","1007.500","","14.500","-99.000","-99.000","-99.000","27.800","","27.000",""
"C0Z310","2020-05-28 04:00:00","59.000","183.000","0.300","23.000","0.990","1005.000","","1.500","-99.000","-99.000","-99.000","23.100","","22.800",""
"C0S700","2020-05-28 04:00:00","507.000","0.000","0.100","21.500","1.000","955.600","","0.000","-99.000","-99.000","-99.000","21.600","","21.500",""
"C0T9G0","2020-05-28 04:00:00","605.000","0.000","0.000","21.000","0.990","945.600","","0.500","-99.000","-99.000","-99.000","21.100","","20.800",""
"C0U520","2020-05-28 04:00:00","517.000","0.000","0.100","19.800","0.990","955.900","","13.000","-99.000","-99.000","-99.000","19.900","","19.800",""
"C0E750","2020-05-28 04:00:00","62.000","0.000","0.100","22.600","0.980","1001.400","","64.000","-99.000","-99.000","-99.000","23.900","","22.400",""
"C0R810","2020-05-28 04:00:00","25.000","75.000","2.500","26.000","0.880","1008.000","","0.000","-99.000","-99.000","-99.000","26.200","","25.700",""
"C0G660","2020-05-28 04:00:00","27.000","0.000","0.200","25.600","1.000","1008.200","","15.500","-99.000","-99.000","-99.000","26.700","","25.600",""
"C0W140","2020-05-28 04:00:00","21.000","50.000","1.900","21.700","0.930","1009.300","","7.000","-99.000","-99.000","-99.000","21.700","","20.100",""
"C0U720","2020-05-28 04:00:00","1260.000","0.000","0.200","18.100","0.990","886.300","","0.500","-99.000","-99.000","-99.000","18.200","","17.800",""
"C0R690","2020-05-28 04:00:00","248.000","0.000","0.200","23.800","0.990","982.000","","0.000","-99.000","-99.000","-99.000","24.000","","23.700",""
"C0X150","2020-05-28 04:00:00","18.000","144.000","2.700","26.900","0.930","1009.100","","4.500","-99.000","-99.000","-99.000","28.300","","26.900",""
"C0Z050","2020-05-28 04:00:00","830.000","0.000","0.000","20.600","0.990","921.600","","0.500","-99.000","-99.000","-99.000","20.900","","20.500",""
"C0I490","2020-05-28 04:00:00","1601.000","247.000","2.900","17.300","0.990","841.100","","1.000","-99.000","-99.000","-99.000","17.500","","17.200",""
"C0I090","2020-05-28 04:00:00","910.000","113.000","0.400","-99.000","-99.000","911.300","","0.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X240","2020-05-28 04:00:00","394.000","186.000","0.800","23.600","0.940","966.600","","0.000","-99.000","-99.000","-99.000","25.200","","23.500",""
"C0S990","2020-05-28 04:00:00","409.000","0.000","0.000","22.900","1.000","965.700","","0.000","-99.000","-99.000","-99.000","23.500","","22.900",""
"C0T9B0","2020-05-28 04:00:00","558.000","0.000","0.200","21.100","0.990","949.800","","1.500","-99.000","-99.000","-99.000","21.100","","20.900",""
"C0G650","2020-05-28 04:00:00","34.000","147.000","0.600","25.500","0.990","1005.400","","18.000","-99.000","-99.000","-99.000","25.800","","25.500",""
"C0K580","2020-05-28 04:00:00","26.000","203.000","0.900","25.600","0.990","1008.000","","69.000","9.800","229.000","","25.600","","25.100",""
"C0X050","2020-05-28 04:00:00","25.000","188.000","0.500","25.500","0.990","1005.600","","1.000","-99.000","-99.000","-99.000","26.200","","25.500",""
"C0AC70","2020-05-28 04:00:00","71.000","86.000","0.900","21.800","0.990","1002.800","","42.000","-99.000","-99.000","-99.000","22.800","","21.700",""
"C0W110","2020-05-28 04:00:00","16.000","23.000","4.200","22.500","0.870","1010.100","","0.000","-99.000","-99.000","-99.000","22.800","","22.400",""
"C0R670","2020-05-28 04:00:00","26.000","0.000","0.100","25.600","0.910","1008.400","","0.000","-99.000","-99.000","-99.000","25.800","","25.400",""
"C0X120","2020-05-28 04:00:00","28.000","149.000","3.200","26.400","0.930","1007.500","","4.500","-99.000","-99.000","-99.000","27.400","","26.300",""
"C0R740","2020-05-28 04:00:00","58.000","129.000","0.300","24.600","0.950","1004.200","","0.000","-99.000","-99.000","-99.000","26.200","","24.600",""
"C0C700","2020-05-28 04:00:00","151.000","340.000","1.100","21.400","0.980","993.800","","33.000","-99.000","-99.000","-99.000","22.500","","21.100",""
"C0W130","2020-05-28 04:00:00","18.000","14.000","2.800","24.900","0.930","1006.800","","0.000","-99.000","-99.000","-99.000","25.400","","24.900",""
"C0F9R0","2020-05-28 04:00:00","20.000","0.000","0.100","24.200","1.000","1008.200","","0.000","-99.000","-99.000","-99.000","25.200","","24.000",""
"C0V660","2020-05-28 04:00:00","25.000","112.000","2.000","26.200","0.980","1007.400","","10.000","-99.000","-99.000","-99.000","26.800","","26.100",""
"C0G780","2020-05-28 04:00:00","27.000","347.000","0.800","24.800","0.990","1006.400","","3.000","-99.000","-99.000","-99.000","25.900","","24.700",""
"C0C590","2020-05-28 04:00:00","72.000","28.000","1.400","21.400","0.980","1001.700","","48.000","-99.000","-99.000","-99.000","22.400","","21.400",""
"C0I520","2020-05-28 04:00:00","3860.000","-99.000","-99.000","5.800","0.910","642.800","","-99.000","-99.000","-99.000","-99.000","6.000","","5.200",""
"C0M790","2020-05-28 04:00:00","15.000","192.000","1.300","25.700","0.940","1006.600","","0.000","-99.000","-99.000","-99.000","26.100","","25.600",""
"C0R130","2020-05-28 04:00:00","1040.000","259.000","1.500","21.000","0.990","896.100","","0.000","-99.000","-99.000","-99.000","21.000","","20.900",""
"C0AH30","2020-05-28 04:00:00","755.000","165.000","5.400","17.600","0.990","925.200","","33.000","-99.000","-99.000","-99.000","17.700","","16.800",""
"C0X170","2020-05-28 04:00:00","50.000","149.000","1.700","26.400","0.980","1003.800","","1.000","-99.000","-99.000","-99.000","26.900","","26.400",""
"C0K291","2020-05-28 04:00:00","8.000","189.000","2.000","27.300","0.940","1008.800","","0.000","-99.000","-99.000","-99.000","27.500","","26.900",""
"C0D480","2020-05-28 04:00:00","223.000","0.000","0.000","21.100","0.990","984.400","","56.500","-99.000","-99.000","-99.000","21.400","","20.800",""
"C0F0C0","2020-05-28 04:00:00","983.000","168.000","0.800","20.700","0.990","902.700","","9.500","-99.000","-99.000","-99.000","21.100","","20.700",""
"C0U860","2020-05-28 04:00:00","5.000","0.000","0.000","22.800","1.000","1010.900","","12.000","-99.000","-99.000","-99.000","23.600","","22.800",""
"C0UA50","2020-05-28 04:00:00","808.000","109.000","0.700","19.700","1.000","922.000","","1.000","-99.000","-99.000","-99.000","19.700","","18.400",""
"C0X320","2020-05-28 04:00:00","30.000","184.000","3.200","25.600","0.930","1005.500","","0.500","-99.000","-99.000","-99.000","26.300","","25.400",""
"C0T960","2020-05-28 04:00:00","120.000","0.000","0.000","22.700","0.990","997.400","","1.000","-99.000","-99.000","-99.000","22.700","","22.500",""
"C0SA80","2020-05-28 04:00:00","136.000","0.000","0.000","24.200","0.980","995.400","","0.000","-99.000","-99.000","-99.000","24.400","","24.200",""
"C0E780","2020-05-28 04:00:00","160.000","0.000","0.200","22.400","1.000","991.800","","13.000","-99.000","-99.000","-99.000","23.700","","22.300",""
"C0F9Q0","2020-05-28 04:00:00","149.000","146.000","1.200","23.400","1.000","992.000","","2.000","-99.000","-99.000","-99.000","25.000","","23.100",""
"C0F9X0","2020-05-28 04:00:00","166.000","50.000","0.400","23.100","0.990","991.300","","0.000","-99.000","-99.000","-99.000","24.800","","22.800",""
"C0F0D0","2020-05-28 04:00:00","3171.000","153.000","3.600","9.100","1.000","698.500","","2.500","-99.000","-99.000","-99.000","9.600","","9.100",""
"C0S730","2020-05-28 04:00:00","110.000","47.000","3.400","24.300","1.000","998.100","","1.500","-99.000","-99.000","-99.000","24.500","","24.200",""
"C0T790","2020-05-28 04:00:00","2830.000","0.000","0.100","11.500","0.980","727.200","","8.000","9.600","267.000","","11.900","","11.500",""
"C0V750","2020-05-28 04:00:00","50.000","121.000","2.600","26.600","1.000","1005.300","","11.500","-99.000","-99.000","-99.000","27.300","","26.600",""
"C0K530","2020-05-28 04:00:00","12.000","104.000","0.500","25.300","0.970","1008.100","","8.500","-99.000","-99.000","-99.000","26.500","","25.300",""
"C0M780","2020-05-28 04:00:00","30.000","209.000","1.200","26.100","0.990","1006.400","","0.000","-99.000","-99.000","-99.000","26.500","","26.000",""
"C0V360","2020-05-28 04:00:00","94.000","168.000","0.500","24.700","0.980","999.300","","0.000","-99.000","-99.000","-99.000","25.200","","24.700",""
"C0K510","2020-05-28 04:00:00","10.000","195.000","2.000","26.100","0.960","1007.600","","4.500","-99.000","-99.000","-99.000","26.300","","25.800",""
"C0D650","2020-05-28 04:00:00","97.000","30.000","1.300","22.000","0.960","999.600","","24.500","-99.000","-99.000","-99.000","22.800","","21.700",""
"C0V630","2020-05-28 04:00:00","19.000","133.000","1.400","26.500","0.990","1008.700","","29.500","-99.000","-99.000","-99.000","27.200","","26.500",""
"C0U910","2020-05-28 04:00:00","17.000","307.000","0.400","23.000","0.920","1009.400","","0.500","-99.000","-99.000","-99.000","23.300","","22.900",""
"C0U600","2020-05-28 04:00:00","10.000","0.000","0.000","22.000","0.990","1009.800","","13.500","-99.000","-99.000","-99.000","22.700","","22.000",""
"C0G820","2020-05-28 04:00:00","29.000","0.000","0.000","25.600","0.980","1005.600","","12.500","-99.000","-99.000","-99.000","26.300","","25.400",""
"C0R590","2020-05-28 04:00:00","72.000","0.000","0.000","26.000","0.990","1002.200","","0.000","-99.000","-99.000","-99.000","26.100","","25.800",""
"C0A9E0","2020-05-28 04:00:00","26.000","149.000","1.200","22.300","0.940","1008.300","","30.500","-99.000","-99.000","-99.000","23.600","","22.300",""
"C0R480","2020-05-28 04:00:00","57.000","0.000","0.000","25.400","0.970","1003.000","","1.000","-99.000","-99.000","-99.000","25.900","","25.400",""
"C0X300","2020-05-28 04:00:00","70.000","0.000","0.000","24.900","0.980","1001.500","","0.000","-99.000","-99.000","-99.000","25.500","","24.700",""
"C0U970","2020-05-28 04:00:00","7.000","0.000","0.000","22.600","0.970","1011.700","","10.500","-99.000","-99.000","-99.000","23.300","","22.600",""
"C0SA90","2020-05-28 04:00:00","497.000","217.000","0.300","22.500","1.000","954.600","","0.000","-99.000","-99.000","-99.000","22.800","","22.200",""
"C0R750","2020-05-28 04:00:00","551.000","226.000","2.100","23.300","1.000","949.200","","0.000","-99.000","-99.000","-99.000","23.300","","22.500",""
"C0R340","2020-05-28 04:00:00","230.000","0.000","0.000","22.800","1.000","984.400","","0.000","-99.000","-99.000","-99.000","23.300","","22.800",""
"C0M750","2020-05-28 04:00:00","10.000","170.000","2.600","26.900","0.920","1008.300","","3.500","-99.000","-99.000","-99.000","27.600","","26.900",""
"C0I110","2020-05-28 04:00:00","161.000","63.000","0.400","25.000","0.940","992.200","","5.000","-99.000","-99.000","-99.000","25.200","","25.000",""
"C0V370","2020-05-28 04:00:00","74.000","82.000","0.800","25.300","1.000","1002.300","","0.000","-99.000","-99.000","-99.000","25.800","","25.300",""
"C0C690","2020-05-28 04:00:00","242.000","323.000","1.100","20.900","0.900","983.600","","33.000","-99.000","-99.000","-99.000","21.100","","20.600",""
"C0A540","2020-05-28 04:00:00","401.000","0.000","0.000","-99.000","1.000","967.400","","18.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0SA60","2020-05-28 04:00:00","6.000","32.000","0.300","24.800","0.960","1009.500","","0.000","-99.000","-99.000","-99.000","25.600","","24.800",""
"C0H950","2020-05-28 04:00:00","192.000","0.000","0.000","23.700","0.990","988.400","","5.000","-99.000","-99.000","-99.000","24.200","","23.700",""
"C0O960","2020-05-28 04:00:00","112.000","140.000","1.600","25.000","0.940","996.700","","0.000","-99.000","-99.000","-99.000","25.500","","25.000",""
"C0E880","2020-05-28 04:00:00","507.000","89.000","0.400","21.000","0.990","953.400","","3.000","-99.000","-99.000","-99.000","23.100","","20.800",""
"C0AH10","2020-05-28 04:00:00","30.000","86.000","2.000","22.200","1.000","1006.900","","51.000","-99.000","-99.000","-99.000","24.000","","22.200",""
"C0R820","2020-05-28 04:00:00","588.000","0.000","0.200","22.500","0.990","947.000","","0.000","-99.000","-99.000","-99.000","23.000","","22.400",""
"C0R680","2020-05-28 04:00:00","13.000","344.000","0.800","24.500","0.980","1009.100","","0.000","-99.000","-99.000","-99.000","25.000","","24.500",""
"C0X210","2020-05-28 04:00:00","38.000","132.000","0.500","25.500","1.000","1003.600","","0.000","-99.000","-99.000","-99.000","26.300","","25.500",""
"C0D430","2020-05-28 04:00:00","87.000","0.000","0.000","22.600","1.000","999.400","","64.000","-99.000","-99.000","-99.000","23.400","","22.200",""
"C0AD30","2020-05-28 04:00:00","20.000","134.000","1.300","22.600","0.930","1006.500","","33.500","-99.000","-99.000","-99.000","24.100","","22.600",""
"C0R240","2020-05-28 04:00:00","87.000","0.000","0.100","24.700","0.950","1000.800","","0.000","-99.000","-99.000","-99.000","25.300","","24.500",""
"C0AI30","2020-05-28 04:00:00","26.000","87.000","3.200","22.400","0.990","1008.600","","32.500","-99.000","-99.000","-99.000","23.800","","22.400",""
"C0U960","2020-05-28 04:00:00","1885.000","308.000","1.300","15.600","0.990","813.800","","1.000","-99.000","-99.000","-99.000","15.900","","15.500",""
"C0T9E0","2020-05-28 04:00:00","415.000","0.000","0.000","21.800","0.990","965.800","","1.500","-99.000","-99.000","-99.000","21.800","","21.400",""
"C0D550","2020-05-28 04:00:00","1956.000","0.000","0.000","15.500","0.970","810.700","","22.000","-99.000","-99.000","-99.000","16.300","","15.500",""
"C0C630","2020-05-28 04:00:00","209.000","27.000","0.600","21.000","0.990","986.800","","61.000","-99.000","-99.000","-99.000","21.900","","20.900",""
"C0M530","2020-05-28 04:00:00","1385.000","191.000","1.200","19.200","0.980","867.900","","0.000","-99.000","-99.000","-99.000","19.700","","19.200",""
"C0R170","2020-05-28 04:00:00","26.000","0.000","0.200","25.100","1.000","1007.300","","1.500","-99.000","-99.000","-99.000","25.800","","25.000",""
"C0I420","2020-05-28 04:00:00","305.000","42.000","0.800","22.800","0.990","976.000","","35.500","-99.000","-99.000","-99.000","23.000","","22.800",""
"C0A640","2020-05-28 04:00:00","241.000","0.000","0.000","20.700","0.980","985.800","","47.000","-99.000","-99.000","-99.000","20.900","","20.600",""
"C0F9M0","2020-05-28 04:00:00","230.000","0.000","0.200","23.400","1.000","983.700","","0.500","-99.000","-99.000","-99.000","24.900","","23.000",""
"C0AC40","2020-05-28 04:00:00","1079.000","88.000","2.400","18.500","0.990","892.200","","30.000","-99.000","-99.000","-99.000","19.000","","17.600",""
"C0AI00","2020-05-28 04:00:00","188.000","55.000","0.300","21.600","1.000","990.200","","35.000","-99.000","-99.000","-99.000","21.800","","21.400",""
"C0T9M0","2020-05-28 04:00:00","92.000","337.000","1.000","23.400","1.000","1002.000","","0.000","-99.000","-99.000","-99.000","23.500","","23.300",""
"C0S960","2020-05-28 04:00:00","32.000","246.000","0.700","25.400","0.950","1007.100","","0.000","-99.000","-99.000","-99.000","26.000","","25.200",""
"C0K430","2020-05-28 04:00:00","30.000","318.000","0.700","24.800","0.990","1007.000","","50.500","-99.000","-99.000","-99.000","25.500","","24.800",""
"C0Z170","2020-05-28 04:00:00","199.000","0.000","0.000","24.100","1.000","990.100","","0.500","-99.000","-99.000","-99.000","24.400","","23.800",""
"C0Z100","2020-05-28 04:00:00","36.000","0.000","0.000","23.300","0.990","1008.700","","1.500","-99.000","-99.000","-99.000","23.300","","23.000",""
"C0U710","2020-05-28 04:00:00","1942.000","0.000","0.100","14.900","0.990","808.000","","0.000","-99.000","-99.000","-99.000","15.000","","14.700",""
"C0SA30","2020-05-28 04:00:00","92.000","356.000","0.800","24.000","0.960","1001.300","","0.000","-99.000","-99.000","-99.000","24.000","","23.600",""
"C0V500","2020-05-28 04:00:00","6.000","158.000","0.600","27.000","1.000","1009.000","","0.000","-99.000","-99.000","-99.000","27.000","","26.800",""
"CM0160","2020-05-28 04:00:00","159.000","114.000","0.500","24.000","0.990","993.200","","11.500","-99.000","-99.000","-99.000","24.400","","24.000",""
"C0V350","2020-05-28 04:00:00","36.000","0.000","0.000","25.600","0.950","1007.200","","0.000","-99.000","-99.000","-99.000","26.000","","25.600",""
"C0W120","2020-05-28 04:00:00","58.000","26.000","4.100","24.200","0.930","1003.700","","3.000","-99.000","-99.000","-99.000","24.400","","24.200",""
"C0R470","2020-05-28 04:00:00","103.000","22.000","0.500","25.700","0.990","999.300","","0.000","-99.000","-99.000","-99.000","26.400","","25.600",""
"C0M770","2020-05-28 04:00:00","164.000","36.000","0.300","25.000","1.000","990.700","","0.000","-99.000","-99.000","-99.000","26.000","","25.000",""
"C0S930","2020-05-28 04:00:00","248.000","0.000","0.100","23.300","1.000","983.600","","0.500","-99.000","-99.000","-99.000","23.900","","23.300",""
"C0F9Y0","2020-05-28 04:00:00","3313.000","255.000","3.700","8.200","1.000","687.000","","1.500","12.400","224.000","","8.700","","8.100",""
"C0E790","2020-05-28 04:00:00","344.000","192.000","0.700","23.500","1.000","970.800","","3.500","-99.000","-99.000","-99.000","24.800","","23.200",""
"C0O810","2020-05-28 04:00:00","161.000","3.000","0.500","25.000","0.990","992.600","","1.000","-99.000","-99.000","-99.000","25.300","","25.000",""
